Query, Refcode,DIST1 
3,AMGLBR01,2.203
3,AMGLBR01,2.231
3,AMGLBR02,2.217
3,AMGLBR02,2.202
3,AMGLBR02,2.204
3,AMIBIH,2.303
3,AMIBIH,2.298
3,AMIBIH,2.223
3,AMIBIH,2.174
3,AMIBON,2.172
3,AMIBON,2.088
3,AMIBON,2.111
3,AMIBON,2.183
3,AMIBUT,2.111
3,AMIBUT,2.169
3,AMIBUT,2.154
3,AMIBUT,2.144
3,AMIBUT,2.171
3,AMIBUT,2.105
3,AMIBUT,2.110
3,AMIBUT,2.081
3,AMIQES,2.237
3,AMMPMN,2.144
3,AMMPMN,2.199
3,AMMPMN,2.223
3,AMMPMN,2.144
3,AMMPMN,2.109
3,AMMPMN,2.216
3,AMNACT,2.258
3,AMNACT,2.167
3,AMNACT,2.098
3,AMNACT,2.222
3,AMNACT,2.220
3,AMNACT,2.179
3,AMNACT,2.314
3,AMNACT,2.279
3,AMNACT,2.164
3,AMNACT01,2.250
3,AMNACT01,2.137
3,AMNACT01,2.131
3,AMNACT01,2.185
3,AMNACT01,2.169
3,AMNACT01,2.195
3,AMNACT01,2.280
3,AMNACT01,2.261
3,AMNACT01,2.112
3,AMNACT02,2.258
3,AMNACT02,2.146
3,AMNACT02,2.138
3,AMNACT02,2.261
3,AMNACT02,2.186
3,AMNACT02,2.169
3,AMNACT02,2.273
3,AMNACT02,2.255
3,AMNACT02,2.186
